timestamp,hour,day_of_week,is_raining,rain_intensity,temperature,wind_speed,visibility,revenue_per_min,trip_duration,wait_time,utilization_rate,daily_earnings,positioning_efficiency,ai_prediction_lead_time,ai_confidence_score,prediction_accuracy,operation_type
2024-06-28 11:53:00,11,4,True,6.88,10.8,9.3,6.7,254.68,35.3,6.5,95.0,145170,0.94,118.2,0.76,0.87,ai_enhanced
2024-06-18 20:32:00,20,1,False,0.0,24.5,4.2,14.4,50.92,28.5,4.1,83.1,25392,0.93,153.3,0.85,0.92,ai_enhanced
2024-06-20 15:48:00,15,3,False,0.0,20.6,10.3,12.9,48.01,28.5,4.2,78.4,22577,0.87,66.7,0.88,0.92,ai_enhanced
2024-06-29 21:06:00,21,5,False,0.0,29.1,2.6,13.3,68.32,28.5,3.8,82.6,33866,0.92,114.7,0.84,0.92,ai_enhanced
2024-06-01 09:34:00,9,5,False,0.0,26.9,7.3,15.9,109.66,28.5,4.6,82.9,54528,0.92,74.2,0.91,0.92,ai_enhanced
2024-06-19 04:31:00,4,2,False,0.0,34.0,1.5,14.3,51.6,28.5,4.3,84.2,26076,0.94,87.1,0.9,0.92,ai_enhanced
2024-06-24 19:31:00,19,0,False,0.0,32.6,5.5,9.4,75.91,28.5,4.6,77.4,35270,0.86,83.6,0.89,0.92,ai_enhanced
2024-06-02 11:49:00,11,6,False,0.0,25.2,1.6,17.7,70.02,28.5,4.1,84.7,35570,0.94,98.1,0.93,0.92,ai_enhanced
2024-06-17 09:45:00,9,0,False,0.0,24.3,0.1,16.8,81.5,28.5,3.9,83.1,40661,0.93,131.6,0.92,0.92,ai_enhanced
2024-06-01 07:22:00,7,5,True,2.31,21.0,3.4,4.8,350.28,32.7,5.5,87.0,182750,0.88,97.2,0.84,0.87,ai_enhanced
2024-06-01 18:30:00,18,5,False,0.0,25.1,17.2,15.9,107.57,28.5,4.1,81.3,52465,0.91,174.7,0.95,0.92,ai_enhanced
2024-06-26 12:09:00,12,2,False,0.0,35.4,12.9,16.6,77.11,28.5,4.6,83.1,38435,0.9,169.7,0.91,0.92,ai_enhanced
2024-06-20 03:55:00,3,3,False,0.0,12.0,10.7,10.6,47.29,28.5,4.2,77.2,21902,0.86,150.4,0.79,0.92,ai_enhanced
2024-06-10 13:49:00,13,0,False,0.0,29.2,26.6,15.4,50.38,28.5,4.6,82.2,24854,0.92,134.6,0.91,0.92,ai_enhanced
2024-06-08 06:54:00,6,5,False,0.0,11.1,0.1,12.3,69.17,28.5,4.1,83.6,34707,0.93,61.7,0.87,0.92,ai_enhanced
2024-06-22 00:31:00,0,5,True,5.47,22.7,8.3,5.1,342.73,34.5,6.2,95.0,195353,0.93,65.1,0.9,0.87,ai_enhanced
2024-06-09 04:18:00,4,6,False,0.0,26.5,13.9,7.9,63.61,28.5,4.0,76.9,29356,0.86,153.2,0.92,0.92,ai_enhanced
2024-06-12 14:30:00,14,2,False,0.0,36.6,19.2,8.8,76.42,28.5,4.5,82.3,37749,0.89,145.1,0.91,0.92,ai_enhanced
2024-06-19 08:40:00,8,2,False,0.0,19.7,0.3,11.2,77.04,28.5,3.9,78.6,36331,0.88,88.2,0.94,0.92,ai_enhanced
2024-06-02 13:16:00,13,6,False,0.0,30.8,0.4,20.0,65.14,28.5,4.4,78.8,30784,0.88,80.2,0.93,0.92,ai_enhanced
2024-06-25 15:01:00,15,1,False,0.0,20.8,1.7,10.3,48.43,28.5,3.9,79.1,22974,0.88,174.6,0.89,0.92,ai_enhanced
2024-06-08 09:17:00,9,5,False,0.0,19.9,6.8,5.5,112.45,28.5,4.4,85.0,57336,0.95,166.0,0.91,0.92,ai_enhanced
2024-06-04 03:30:00,3,1,False,0.0,30.4,7.0,4.5,47.01,28.5,4.5,76.7,21644,0.86,87.1,0.94,0.92,ai_enhanced
2024-06-01 16:29:00,16,5,False,0.0,19.3,2.0,10.7,69.73,28.5,4.5,84.3,35274,0.94,107.7,0.89,0.92,ai_enhanced
2024-06-28 10:04:00,10,4,False,0.0,19.1,1.8,18.8,48.21,28.5,4.4,78.7,22766,0.88,73.7,0.9,0.92,ai_enhanced
2024-06-30 07:46:00,7,6,False,0.0,15.6,18.9,16.9,111.93,28.5,4.1,84.6,56803,0.94,63.7,0.9,0.92,ai_enhanced
2024-06-10 19:10:00,19,0,True,0.92,27.1,4.8,7.6,180.5,31.9,5.3,88.2,95527,0.93,175.9,0.94,0.87,ai_enhanced
2024-06-11 21:41:00,21,1,False,0.0,9.3,23.0,11.6,47.04,28.5,3.8,76.8,21668,0.86,85.6,0.86,0.92,ai_enhanced
2024-06-13 07:42:00,7,3,True,4.29,14.1,14.6,7.6,274.56,33.8,6.0,92.0,151573,0.93,93.1,0.84,0.87,ai_enhanced
2024-06-26 13:57:00,13,2,False,0.0,27.2,13.6,13.3,48.96,28.5,4.6,79.9,23473,0.89,142.8,0.87,0.92,ai_enhanced
2024-06-18 00:38:00,0,1,False,0.0,29.1,4.3,17.2,47.08,28.5,4.3,76.9,21712,0.86,148.7,0.82,0.92,ai_enhanced
2024-06-08 07:00:00,7,5,True,2.01,29.8,20.6,7.2,352.27,32.5,5.5,87.4,184829,0.88,147.0,0.83,0.87,ai_enhanced
2024-06-04 13:25:00,13,1,False,0.0,3.8,1.9,20.0,78.59,28.5,4.0,84.7,39925,0.92,140.0,0.83,0.92,ai_enhanced
2024-06-19 19:46:00,19,2,False,0.0,19.8,17.1,20.0,74.96,28.5,4.3,76.5,34392,0.85,170.2,0.93,0.92,ai_enhanced
2024-06-21 11:11:00,11,4,False,0.0,15.5,9.7,20.0,50.15,28.5,4.1,81.9,24632,0.91,169.5,0.93,0.92,ai_enhanced
2024-06-28 15:37:00,15,4,False,0.0,9.1,2.9,17.7,47.96,28.5,4.4,78.3,22526,0.87,95.5,0.79,0.92,ai_enhanced
2024-06-09 18:35:00,18,6,True,7.22,18.4,2.3,2.8,531.83,35.5,6.6,93.6,298788,0.9,168.2,0.81,0.87,ai_enhanced
2024-06-24 21:29:00,21,0,False,0.0,13.9,5.9,7.2,51.36,28.5,3.8,83.8,25831,0.94,73.9,0.84,0.92,ai_enhanced
2024-06-12 08:31:00,8,2,False,0.0,13.2,6.2,10.9,79.21,28.5,3.8,80.8,38411,0.9,62.1,0.87,0.92,ai_enhanced
2024-06-18 15:26:00,15,1,True,0.57,24.3,14.1,6.4,106.05,31.7,5.2,82.9,52756,0.87,126.1,0.86,0.87,ai_enhanced
2024-06-29 10:34:00,10,5,True,2.52,17.4,0.9,2.6,222.11,32.8,5.6,88.2,117562,0.89,60.8,0.88,0.87,ai_enhanced
2024-06-03 14:12:00,14,0,False,0.0,24.1,17.0,11.6,51.77,28.5,3.8,84.5,26249,0.94,117.6,0.85,0.92,ai_enhanced
2024-06-03 00:10:00,0,0,True,3.56,15.4,2.3,5.5,171.92,33.4,5.8,92.2,95089,0.93,99.1,0.81,0.87,ai_enhanced
2024-06-07 08:10:00,8,4,False,0.0,18.3,6.5,14.4,81.74,28.5,4.1,83.4,40894,0.93,92.4,0.87,0.92,ai_enhanced
2024-06-23 02:02:00,2,6,True,7.11,29.0,5.5,8.5,324.44,35.4,6.6,91.4,177914,0.88,93.8,0.8,0.87,ai_enhanced
2024-06-15 06:06:00,6,5,False,0.0,32.2,8.8,6.9,66.3,28.5,4.0,80.2,31890,0.89,106.8,0.82,0.92,ai_enhanced
2024-06-10 16:12:00,16,0,True,7.37,24.6,9.0,7.5,257.83,35.6,6.6,95.0,146963,0.95,76.3,0.81,0.87,ai_enhanced
2024-06-04 12:57:00,12,1,False,0.0,15.3,5.4,20.0,47.88,28.5,4.6,78.2,22454,0.87,150.3,0.91,0.92,ai_enhanced
2024-06-04 23:45:00,23,1,True,0.16,28.8,31.9,5.8,104.8,31.5,5.1,81.9,51528,0.86,116.9,0.89,0.87,ai_enhanced
2024-06-09 03:24:00,3,6,False,0.0,9.8,10.5,6.9,65.4,28.5,4.6,79.1,31030,0.88,87.5,0.84,0.92,ai_enhanced
2024-06-04 09:44:00,9,1,False,0.0,35.0,2.3,13.0,128.65,28.5,3.9,86.6,66864,0.94,84.9,0.86,0.92,ai_enhanced
2024-06-30 00:45:00,0,6,False,0.0,28.2,0.3,15.9,64.27,28.5,3.9,77.7,29970,0.87,86.3,0.82,0.92,ai_enhanced
2024-06-19 03:49:00,3,2,False,0.0,37.7,1.4,20.0,79.56,28.5,4.0,85.7,40920,0.93,128.8,0.86,0.92,ai_enhanced
2024-06-03 07:01:00,7,0,False,0.0,12.1,4.3,7.9,80.45,28.5,4.1,82.1,39614,0.92,67.7,0.83,0.92,ai_enhanced
2024-06-11 22:47:00,22,1,False,0.0,24.6,4.5,13.1,48.79,28.5,3.9,79.6,23312,0.89,168.0,0.75,0.92,ai_enhanced
2024-06-20 13:56:00,13,3,True,0.84,20.1,1.3,9.7,105.11,31.8,5.2,82.2,51829,0.87,160.0,0.88,0.87,ai_enhanced
2024-06-15 17:10:00,17,5,False,0.0,25.9,5.5,11.1,112.34,28.5,4.0,84.9,57228,0.95,164.6,0.92,0.92,ai_enhanced
2024-06-10 08:09:00,8,0,True,0.99,22.3,6.9,6.3,183.72,31.9,5.3,89.8,98969,0.95,77.5,0.84,0.87,ai_enhanced
2024-06-29 21:22:00,21,5,False,0.0,12.0,1.0,11.3,67.58,28.5,4.2,81.7,33133,0.91,129.4,0.77,0.92,ai_enhanced
2024-06-10 15:23:00,15,0,False,0.0,35.3,11.5,12.6,77.57,28.5,4.1,83.6,38893,0.91,99.8,0.87,0.92,ai_enhanced
2024-06-29 09:24:00,9,5,False,0.0,11.0,5.1,6.5,108.94,28.5,4.6,82.3,53812,0.92,71.3,0.86,0.92,ai_enhanced
2024-06-19 04:08:00,4,2,False,0.0,25.6,6.6,20.0,47.76,28.5,4.2,78.0,22336,0.87,156.2,0.91,0.92,ai_enhanced
2024-06-16 07:00:00,7,6,False,0.0,12.8,5.1,15.4,102.32,28.5,4.0,77.3,47474,0.86,175.4,0.85,0.92,ai_enhanced
2024-06-13 07:00:00,7,3,False,0.0,22.2,2.3,9.8,80.89,28.5,4.3,82.5,40057,0.92,108.2,0.94,0.92,ai_enhanced
2024-06-30 19:44:00,19,6,False,0.0,22.4,4.7,11.2,101.89,28.5,3.9,77.0,47072,0.86,153.7,0.8,0.92,ai_enhanced
2024-06-26 11:36:00,11,2,False,0.0,22.2,2.9,19.8,49.16,28.5,3.8,80.2,23670,0.9,170.1,0.9,0.92,ai_enhanced
2024-06-15 17:48:00,17,5,False,0.0,29.3,4.1,15.5,104.2,28.5,4.4,78.7,49228,0.88,124.3,0.75,0.92,ai_enhanced
2024-06-24 02:24:00,2,0,True,0.12,42.2,10.7,2.7,183.06,31.4,5.1,92.0,101029,0.92,178.1,0.75,0.87,ai_enhanced
2024-06-28 02:09:00,2,4,False,0.0,11.6,6.3,14.6,47.76,28.5,3.8,78.0,22336,0.87,89.4,0.75,0.92,ai_enhanced
2024-06-07 14:08:00,14,4,False,0.0,24.9,37.5,17.4,52.13,28.5,3.9,85.1,26618,0.95,83.1,0.94,0.92,ai_enhanced
2024-06-27 10:41:00,10,3,False,0.0,25.6,10.2,15.9,51.35,28.5,4.0,83.8,25827,0.94,112.1,0.94,0.92,ai_enhanced
2024-06-28 19:40:00,19,4,False,0.0,20.5,5.4,10.3,83.02,28.5,4.6,84.7,42192,0.94,149.3,0.92,0.92,ai_enhanced
2024-06-17 12:56:00,12,0,True,3.49,23.4,4.1,2.2,159.28,33.4,5.8,85.4,81622,0.86,82.8,0.92,0.87,ai_enhanced
2024-06-12 05:18:00,5,2,False,0.0,14.4,9.0,13.5,50.78,28.5,4.3,82.9,25250,0.92,112.7,0.82,0.92,ai_enhanced
2024-06-23 23:26:00,23,6,False,0.0,36.4,1.6,14.5,100.11,28.5,4.2,79.9,47988,0.87,153.1,0.85,0.92,ai_enhanced
2024-06-22 00:28:00,0,5,True,0.8,15.5,3.8,7.4,154.32,31.8,5.2,89.4,82754,0.94,132.4,0.84,0.87,ai_enhanced
2024-06-23 20:36:00,20,6,False,0.0,11.6,12.0,16.6,69.26,28.5,4.6,83.7,34805,0.93,83.1,0.88,0.92,ai_enhanced
2024-06-05 06:26:00,6,2,False,0.0,30.0,1.8,20.0,47.77,28.5,4.5,78.0,22350,0.87,120.4,0.81,0.92,ai_enhanced
2024-06-07 10:20:00,10,4,False,0.0,22.9,15.8,20.0,48.72,28.5,3.9,79.5,23250,0.89,82.0,0.9,0.92,ai_enhanced
2024-06-12 15:07:00,15,2,False,0.0,22.9,40.0,15.9,49.14,28.5,4.2,80.2,23651,0.89,149.2,0.77,0.92,ai_enhanced
2024-06-22 06:42:00,6,5,False,0.0,17.1,2.3,19.0,64.53,28.5,4.0,78.0,30213,0.87,121.6,0.76,0.92,ai_enhanced
2024-06-27 03:27:00,3,3,False,0.0,22.2,46.4,19.1,48.85,28.5,4.3,79.7,23369,0.89,100.1,0.76,0.92,ai_enhanced
2024-06-21 17:18:00,17,4,False,0.0,25.6,8.1,15.8,78.42,28.5,3.9,80.0,37640,0.89,126.2,0.75,0.92,ai_enhanced
2024-06-04 17:19:00,17,1,True,0.07,12.4,23.9,7.0,184.32,31.4,5.1,90.1,99616,0.95,172.1,0.86,0.87,ai_enhanced
2024-06-05 08:36:00,8,2,True,2.21,30.2,7.5,7.8,259.38,32.6,5.5,86.9,135283,0.88,74.1,0.86,0.87,ai_enhanced
2024-06-30 05:49:00,5,6,False,0.0,16.7,14.9,20.0,69.27,28.5,4.4,83.8,34810,0.93,96.0,0.81,0.92,ai_enhanced
2024-06-22 01:01:00,1,5,False,0.0,26.3,5.4,18.0,65.34,28.5,4.3,79.0,30976,0.88,135.8,0.87,0.92,ai_enhanced
2024-06-27 00:04:00,0,3,False,0.0,31.2,20.2,14.6,50.23,28.5,4.4,82.0,24707,0.91,77.1,0.88,0.92,ai_enhanced
2024-06-18 01:57:00,1,1,True,0.65,17.4,3.4,4.4,109.75,31.7,5.2,85.8,56510,0.9,94.4,0.92,0.87,ai_enhanced
2024-06-24 16:19:00,16,0,False,0.0,23.4,0.6,17.2,47.73,28.5,3.8,77.9,22315,0.87,98.1,0.81,0.92,ai_enhanced
2024-06-22 06:53:00,6,5,True,1.26,7.3,5.1,7.4,222.57,32.1,5.3,88.4,118051,0.89,171.1,0.92,0.87,ai_enhanced
2024-06-17 23:42:00,23,0,False,0.0,11.2,4.0,18.9,46.71,28.5,3.8,76.2,21368,0.85,176.3,0.88,0.92,ai_enhanced
2024-06-28 19:10:00,19,4,False,0.0,12.7,11.3,20.0,77.28,28.5,4.4,78.8,36559,0.88,75.2,0.93,0.92,ai_enhanced
2024-06-13 00:34:00,0,3,True,0.02,15.5,3.4,5.2,109.56,31.4,5.1,85.7,56308,0.9,62.9,0.93,0.87,ai_enhanced
2024-06-23 21:27:00,21,6,True,6.59,12.1,12.6,6.3,333.57,35.1,6.4,94.0,188067,0.91,89.4,0.95,0.87,ai_enhanced
2024-06-16 14:47:00,14,6,True,0.33,26.3,7.4,5.9,143.98,31.6,5.1,83.4,72033,0.88,145.1,0.88,0.87,ai_enhanced
2024-06-12 16:12:00,16,2,False,0.0,26.5,1.0,15.1,49.52,28.5,4.4,80.8,24018,0.9,140.8,0.82,0.92,ai_enhanced
2024-06-10 11:01:00,11,0,False,0.0,31.5,15.7,20.0,49.14,28.5,4.5,80.2,23651,0.89,153.4,0.82,0.92,ai_enhanced
2024-06-01 17:35:00,17,5,False,0.0,16.4,8.9,20.0,104.2,28.5,4.1,78.7,49229,0.88,144.4,0.87,0.92,ai_enhanced
2024-06-16 18:20:00,18,6,True,0.93,19.3,0.1,4.6,240.44,31.9,5.3,87.0,125557,0.92,74.7,0.86,0.87,ai_enhanced
2024-06-23 19:44:00,19,6,True,0.28,24.3,19.5,8.2,246.77,31.5,5.1,89.3,132261,0.94,168.6,0.85,0.87,ai_enhanced
2024-06-04 14:31:00,14,1,False,0.0,37.1,0.6,7.3,74.55,28.5,4.5,80.3,35931,0.87,64.9,0.91,0.92,ai_enhanced
2024-06-30 04:04:00,4,6,False,0.0,26.6,36.9,13.7,69.25,28.5,4.4,83.7,34796,0.93,172.6,0.86,0.92,ai_enhanced
2024-06-08 14:12:00,14,5,False,0.0,29.3,11.8,12.5,67.88,28.5,4.1,82.1,33423,0.92,116.8,0.9,0.92,ai_enhanced
2024-06-17 07:39:00,7,0,False,0.0,19.7,15.2,10.3,76.32,28.5,4.2,77.9,35651,0.87,100.1,0.8,0.92,ai_enhanced
2024-06-17 22:59:00,22,0,False,0.0,19.0,6.4,17.9,50.53,28.5,4.0,82.5,25011,0.92,72.6,0.84,0.92,ai_enhanced
2024-06-13 08:27:00,8,3,False,0.0,25.3,4.1,17.9,81.49,28.5,4.4,83.1,40650,0.93,101.7,0.93,0.92,ai_enhanced
2024-06-19 13:53:00,13,2,True,0.02,21.9,21.1,5.9,107.9,31.4,5.1,84.4,54614,0.89,72.5,0.85,0.87,ai_enhanced
2024-06-12 02:28:00,2,2,False,0.0,29.9,2.7,15.2,47.32,28.5,4.2,77.2,21927,0.86,167.5,0.94,0.92,ai_enhanced
2024-06-09 07:29:00,7,6,False,0.0,3.4,15.6,18.1,162.2,28.5,3.8,80.9,78736,0.88,85.4,0.88,0.92,ai_enhanced
2024-06-26 23:26:00,23,2,False,0.0,26.0,2.5,19.7,47.09,28.5,4.2,76.9,21719,0.86,96.0,0.81,0.92,ai_enhanced
2024-06-07 07:25:00,7,4,False,0.0,24.9,4.7,7.1,82.04,28.5,4.0,83.7,41198,0.93,126.5,0.86,0.92,ai_enhanced
2024-06-26 04:14:00,4,2,False,0.0,35.9,6.7,12.7,80.68,28.5,4.3,86.9,42079,0.94,139.8,0.88,0.92,ai_enhanced
2024-06-23 06:54:00,6,6,True,2.64,23.2,3.7,0.5,216.75,32.9,5.6,86.1,111959,0.87,95.1,0.8,0.87,ai_enhanced
2024-06-21 20:54:00,20,4,False,0.0,30.2,1.4,11.9,50.55,28.5,3.8,82.5,25029,0.92,122.2,0.78,0.92,ai_enhanced
2024-06-10 17:11:00,17,0,True,3.77,20.2,6.2,2.9,254.54,33.5,5.9,85.3,130279,0.86,142.0,0.76,0.87,ai_enhanced
