timestamp,hour,day_of_week,is_raining,rain_intensity,temperature,wind_speed,visibility,revenue_per_min,trip_duration,wait_time,utilization_rate,daily_earnings,positioning_efficiency,weather_response_delay,operation_type
2024-06-11 16:58:00,16,1,False,0.0,31.2,0.9,11.5,39.0,32.4,6.8,53.3,12474,0.75,17.3,traditional
2024-06-11 07:41:00,7,1,False,0.0,29.9,26.2,12.0,54.04,32.4,6.9,52.8,17113,0.74,38.7,traditional
2024-06-12 15:23:00,15,2,False,0.0,32.3,10.3,18.4,41.64,32.4,7.9,56.9,14220,0.8,34.1,traditional
2024-06-12 14:58:00,14,2,False,0.0,25.4,1.6,16.0,40.96,32.4,5.5,56.0,13759,0.78,32.0,traditional
2024-06-21 06:08:00,6,4,True,0.37,32.9,10.9,4.9,46.98,42.7,10.4,50.8,14308,0.69,16.6,traditional
2024-06-27 09:38:00,9,3,True,2.72,18.5,0.6,5.1,78.25,46.5,12.1,50.4,23648,0.67,35.9,traditional
2024-06-23 22:43:00,22,6,False,0.0,23.4,8.7,20.0,44.19,32.4,6.6,50.3,13345,0.7,37.1,traditional
2024-06-12 01:54:00,1,2,False,0.0,18.5,21.6,9.1,31.48,32.4,5.6,43.0,8128,0.6,17.1,traditional
2024-06-17 20:43:00,20,0,False,0.0,18.4,4.4,20.0,33.88,32.4,5.7,46.3,9414,0.65,37.1,traditional
2024-06-14 23:29:00,23,4,False,0.0,27.3,2.6,20.0,31.85,32.4,5.7,43.5,8322,0.61,42.3,traditional
2024-06-25 23:03:00,23,1,True,8.98,29.9,23.2,5.4,83.15,56.7,16.3,57.3,28592,0.72,29.0,traditional
2024-06-25 06:51:00,6,1,True,1.54,18.2,14.2,7.8,50.99,44.6,11.2,45.9,14058,0.61,18.6,traditional
2024-06-25 08:48:00,8,1,False,0.0,25.7,7.9,17.5,51.52,32.4,7.1,50.3,15553,0.7,21.5,traditional
2024-06-17 09:34:00,9,0,False,0.0,15.3,13.5,17.4,47.21,32.4,6.9,46.1,13058,0.64,21.7,traditional
2024-06-09 03:13:00,3,6,False,0.0,4.0,2.6,10.6,45.86,32.4,7.8,44.3,12196,0.61,29.3,traditional
2024-06-10 08:14:00,8,0,False,0.0,15.2,4.2,15.5,47.74,32.4,7.4,46.6,13351,0.65,26.2,traditional
2024-06-26 17:05:00,17,2,False,0.0,22.3,19.0,20.0,53.63,32.4,6.9,52.4,16850,0.73,32.1,traditional
2024-06-13 12:32:00,12,3,False,0.0,26.7,15.2,20.0,38.79,32.4,7.7,53.0,12342,0.74,41.0,traditional
2024-06-25 20:41:00,20,1,True,3.6,23.6,26.0,5.5,64.92,48.0,12.6,58.5,22786,0.78,29.0,traditional
2024-06-10 09:31:00,9,0,False,0.0,16.5,13.6,17.5,51.36,32.4,5.5,50.2,15457,0.7,40.0,traditional
2024-06-13 13:26:00,13,3,False,0.0,11.1,8.0,18.7,39.54,32.4,5.7,54.1,12822,0.76,31.2,traditional
2024-06-30 06:09:00,6,6,False,0.0,19.2,1.6,20.0,47.56,32.4,5.9,54.2,15460,0.76,37.6,traditional
2024-06-04 17:03:00,17,1,False,0.0,19.1,7.0,15.9,53.02,32.4,5.6,51.8,16473,0.72,25.4,traditional
2024-06-18 13:46:00,13,1,False,0.0,17.5,11.4,16.9,31.61,32.4,6.3,43.2,8197,0.6,15.7,traditional
2024-06-15 18:10:00,18,5,False,0.0,8.4,46.8,13.0,60.65,32.4,5.9,49.4,17960,0.69,27.8,traditional
2024-06-23 10:51:00,10,6,False,0.0,16.2,1.1,18.7,49.75,32.4,5.5,56.7,16916,0.79,41.0,traditional
2024-06-29 20:46:00,20,5,False,0.0,12.2,2.6,20.0,42.79,32.4,7.9,48.8,12518,0.68,44.5,traditional
2024-06-15 01:34:00,1,5,True,3.16,29.6,5.1,5.0,63.98,47.2,12.4,48.0,18439,0.64,44.0,traditional
2024-06-17 20:07:00,20,0,False,0.0,25.7,7.9,18.0,31.72,32.4,7.9,43.4,8253,0.61,18.9,traditional
2024-06-03 19:45:00,19,0,False,0.0,10.6,6.5,18.0,46.29,32.4,7.2,45.2,12553,0.63,21.8,traditional
2024-06-21 20:01:00,20,4,False,0.0,18.4,0.1,5.6,35.49,32.4,6.7,48.5,10329,0.68,17.2,traditional
2024-06-06 10:44:00,10,3,False,0.0,29.5,1.3,19.2,37.35,32.4,5.5,51.1,11444,0.71,18.1,traditional
2024-06-22 21:27:00,21,5,False,0.0,20.2,3.2,15.1,38.76,32.4,6.4,44.2,10269,0.62,30.5,traditional
2024-06-01 12:51:00,12,5,False,0.0,27.1,13.8,10.1,46.07,32.4,8.0,52.5,14509,0.73,16.2,traditional
2024-06-29 02:58:00,2,5,True,8.26,22.5,9.9,4.1,102.56,55.5,15.8,58.9,36249,0.74,41.1,traditional
2024-06-30 19:46:00,19,6,False,0.0,32.5,4.8,16.0,61.97,32.4,7.4,50.4,18750,0.71,34.3,traditional
2024-06-11 17:53:00,17,1,False,0.0,19.6,7.7,20.0,50.82,32.4,7.5,49.6,15130,0.69,24.9,traditional
2024-06-29 22:52:00,22,5,False,0.0,45.7,10.2,14.5,60.19,32.4,8.1,58.2,21015,0.8,21.9,traditional
2024-06-03 09:50:00,9,0,False,0.0,19.9,16.2,6.7,54.81,32.4,6.6,53.5,17600,0.75,36.8,traditional
2024-06-04 11:19:00,11,1,False,0.0,29.6,7.1,20.0,35.52,32.4,7.1,48.6,10347,0.68,15.9,traditional
2024-06-15 01:35:00,1,5,False,0.0,27.2,19.5,7.1,45.48,32.4,7.2,51.8,14136,0.72,21.3,traditional
2024-06-15 00:34:00,0,5,False,0.0,35.3,8.0,7.3,52.91,32.4,6.6,51.1,16236,0.7,26.2,traditional
2024-06-06 12:40:00,12,3,True,6.14,28.2,3.6,0.5,72.8,52.1,14.4,50.2,21915,0.63,32.8,traditional
2024-06-27 01:34:00,1,3,False,0.0,30.9,1.1,11.5,36.13,32.4,6.1,49.4,10706,0.69,44.1,traditional
2024-06-03 21:13:00,21,0,False,0.0,37.6,1.3,12.1,45.04,32.4,8.0,52.2,14116,0.72,28.5,traditional
2024-06-25 21:19:00,21,1,False,0.0,8.9,6.1,20.0,38.76,32.4,6.7,53.0,12322,0.74,38.5,traditional
2024-06-15 14:05:00,14,5,True,0.36,21.4,6.1,5.9,49.59,42.7,10.4,44.6,13286,0.61,43.1,traditional
2024-06-23 02:05:00,2,6,True,0.28,23.5,9.3,3.3,56.78,42.6,10.4,51.1,17417,0.7,26.9,traditional
2024-06-27 10:33:00,10,3,False,0.0,22.5,2.3,17.0,34.96,32.4,6.9,47.8,10028,0.67,30.7,traditional
2024-06-23 12:51:00,12,6,False,0.0,26.9,28.0,9.7,46.1,32.4,6.6,52.5,14526,0.73,17.8,traditional
2024-06-05 14:21:00,14,2,False,0.0,21.2,2.2,14.9,40.42,32.4,7.5,55.3,13404,0.77,39.9,traditional
2024-06-27 07:24:00,7,3,False,0.0,13.4,8.6,18.3,53.47,32.4,5.7,52.2,16750,0.73,26.8,traditional
2024-06-28 01:49:00,1,4,False,0.0,28.4,40.1,13.0,32.33,32.4,6.2,44.2,8572,0.62,37.6,traditional
2024-06-11 03:33:00,3,1,False,0.0,31.5,13.2,8.9,39.73,32.4,6.6,54.3,12945,0.76,37.9,traditional
2024-06-11 00:23:00,0,1,False,0.0,11.3,8.0,20.0,37.27,32.4,6.5,51.0,11396,0.71,33.3,traditional
2024-06-29 00:48:00,0,5,False,0.0,19.6,7.1,14.8,45.72,32.4,7.5,52.1,14290,0.73,20.1,traditional
2024-06-09 02:20:00,2,6,False,0.0,2.0,0.2,20.0,50.91,32.4,6.5,49.2,15035,0.68,25.2,traditional
2024-06-05 14:43:00,14,2,False,0.0,30.2,11.0,4.1,36.83,32.4,7.7,50.4,11128,0.7,36.5,traditional
2024-06-11 22:15:00,22,1,False,0.0,20.0,20.9,17.0,41.15,32.4,6.4,56.3,13893,0.79,16.8,traditional
2024-06-02 13:03:00,13,6,False,0.0,14.1,13.0,9.5,41.56,32.4,7.1,47.4,11809,0.66,31.2,traditional
2024-06-18 01:48:00,1,1,False,0.0,22.7,1.1,20.0,39.75,32.4,5.9,54.3,12958,0.76,40.8,traditional
2024-06-24 16:41:00,16,0,True,7.49,15.4,13.5,5.5,81.15,54.3,15.3,55.9,27233,0.71,26.2,traditional
2024-06-15 12:54:00,12,5,False,0.0,42.4,12.6,17.1,47.82,32.4,6.4,46.2,13263,0.63,34.4,traditional
2024-06-10 07:23:00,7,0,False,0.0,28.0,2.6,11.5,50.14,32.4,7.3,49.0,14728,0.68,39.7,traditional
2024-06-18 18:35:00,18,1,True,1.65,18.4,16.3,4.2,82.83,44.8,11.3,53.3,26497,0.71,29.2,traditional
2024-06-22 15:36:00,15,5,False,0.0,29.7,2.1,20.0,45.12,32.4,6.8,51.4,13915,0.72,26.7,traditional
2024-06-02 02:06:00,2,6,False,0.0,10.5,10.1,5.4,50.1,32.4,5.8,57.1,17156,0.8,35.8,traditional
2024-06-19 03:25:00,3,2,False,0.0,23.4,2.5,16.3,37.61,32.4,6.5,51.4,11604,0.72,34.4,traditional
2024-06-01 05:40:00,5,5,False,0.0,31.9,8.9,13.9,45.69,32.4,6.2,52.1,14271,0.73,17.1,traditional
2024-06-08 17:02:00,17,5,False,0.0,12.6,8.9,8.8,64.35,32.4,7.0,52.4,20217,0.73,44.8,traditional
2024-06-02 22:29:00,22,6,False,0.0,15.4,26.1,15.8,47.13,32.4,5.9,53.7,15184,0.75,34.0,traditional
2024-06-10 22:15:00,22,0,True,1.07,21.8,3.9,7.2,66.51,43.9,10.9,59.9,23916,0.79,18.6,traditional
2024-06-22 04:19:00,4,5,False,0.0,31.7,5.9,15.7,38.77,32.4,7.5,44.2,10277,0.62,33.7,traditional
2024-06-01 20:15:00,20,5,False,0.0,19.7,3.3,13.0,42.0,32.4,6.1,47.9,12060,0.67,26.4,traditional
2024-06-01 10:02:00,10,5,False,0.0,39.2,5.8,9.3,52.67,32.4,8.1,50.9,16091,0.7,42.6,traditional
2024-06-05 19:41:00,19,2,False,0.0,29.1,7.9,3.5,51.73,32.4,7.4,50.5,15679,0.71,35.2,traditional
2024-06-03 15:06:00,15,0,False,0.0,20.6,1.5,11.2,35.0,32.4,8.1,47.8,10048,0.67,35.8,traditional
2024-06-10 01:24:00,1,0,False,0.0,29.3,1.2,7.0,40.05,32.4,6.3,54.8,13160,0.77,41.9,traditional
2024-06-03 08:05:00,8,0,True,1.37,26.1,4.5,6.2,82.15,44.3,11.1,52.9,26061,0.7,24.4,traditional
2024-06-18 05:31:00,5,1,True,2.9,14.3,0.5,7.3,57.9,46.8,12.2,52.2,18126,0.69,38.4,traditional
2024-06-02 10:49:00,10,6,True,3.56,17.1,9.4,5.1,70.48,47.9,12.6,52.9,22380,0.7,16.9,traditional
2024-06-07 07:16:00,7,4,True,0.75,25.9,15.1,2.9,72.19,43.3,10.7,55.7,24129,0.76,36.7,traditional
2024-06-30 02:06:00,2,6,False,0.0,11.5,3.9,14.6,40.78,32.4,5.8,46.5,11365,0.65,43.9,traditional
2024-06-21 21:37:00,21,4,False,0.0,17.6,6.1,17.0,31.51,32.4,6.1,43.1,8143,0.6,21.5,traditional
2024-06-21 20:17:00,20,4,True,0.13,10.9,8.3,3.7,44.41,42.3,10.3,48.0,12785,0.65,30.0,traditional
2024-06-21 03:33:00,3,4,False,0.0,20.6,3.8,20.0,36.19,32.4,7.6,49.5,10741,0.69,26.8,traditional
2024-06-13 16:40:00,16,3,True,3.22,20.4,21.3,4.9,63.28,47.3,12.4,57.0,21650,0.76,22.6,traditional
2024-06-28 10:54:00,10,4,False,0.0,24.2,7.6,19.0,36.8,32.4,5.8,50.3,11110,0.7,17.0,traditional
2024-06-12 00:22:00,0,2,False,0.0,19.1,0.6,15.9,41.39,32.4,7.4,56.6,14049,0.79,15.4,traditional
2024-06-26 13:35:00,13,2,False,0.0,27.4,1.6,20.0,32.41,32.4,7.2,44.3,8616,0.62,20.2,traditional
2024-06-08 09:37:00,9,5,True,2.17,23.4,2.1,6.7,103.11,45.6,11.7,55.3,34215,0.73,44.3,traditional
2024-06-03 16:35:00,16,0,False,0.0,27.1,6.0,20.0,41.51,32.4,7.6,56.7,14134,0.79,16.3,traditional
2024-06-12 07:01:00,7,2,False,0.0,34.2,13.4,17.5,45.81,32.4,6.4,44.7,12294,0.63,34.7,traditional
2024-06-08 17:54:00,17,5,True,1.41,4.7,1.4,8.9,132.54,44.4,11.2,60.9,48409,0.79,23.2,traditional
2024-06-12 18:45:00,18,2,True,14.64,12.3,16.9,9.4,114.18,65.8,20.2,56.2,38506,0.71,22.8,traditional
2024-06-21 12:20:00,12,4,False,0.0,25.0,1.6,20.0,34.73,32.4,7.5,47.5,9893,0.66,16.6,traditional
2024-06-25 21:27:00,21,1,True,0.54,25.2,13.6,4.0,47.67,43.0,10.6,51.5,14731,0.7,21.4,traditional
2024-06-24 11:12:00,11,0,False,0.0,28.4,7.6,19.3,32.97,32.4,5.7,45.1,8914,0.63,18.2,traditional
2024-06-12 14:24:00,14,2,False,0.0,20.9,0.1,8.9,38.98,32.4,8.1,53.3,12463,0.75,22.4,traditional
2024-06-08 02:31:00,2,5,False,0.0,11.7,10.8,20.0,45.38,32.4,7.3,51.7,14074,0.72,39.5,traditional
2024-06-16 12:08:00,12,6,False,0.0,10.4,1.3,9.5,48.66,32.4,8.2,55.4,16185,0.78,24.2,traditional
2024-06-04 14:03:00,14,1,False,0.0,23.8,4.0,19.7,38.66,32.4,5.4,52.8,12257,0.74,27.4,traditional
2024-06-06 13:03:00,13,3,True,1.47,29.8,5.7,5.2,51.95,44.5,11.2,46.8,14591,0.62,36.7,traditional
2024-06-26 22:51:00,22,2,False,0.0,35.0,13.1,19.8,48.01,32.4,6.8,55.7,16044,0.77,23.1,traditional
