timestamp,pickup_district,dropoff_district,trip_duration_minutes,distance_km,fare_yen,wait_time_minutes,demand_multiplier,weather_influence,hour,day_of_week,is_rush_hour,is_weekend
2024-06-17 16:00:00,Akihabara,Shibuya,13.0,10.06,2581,28.7,2.4,2.4,16,0,False,False
2024-06-27 16:00:00,Tokyo Station,Roppongi,16.1,5.82,1162,2.7,1.5,1.5,16,3,False,False
2024-06-22 04:00:00,Akihabara,Asakusa,119.6,9.79,3649,0.8,7.21,3.08,4,5,False,True
2024-06-12 08:00:00,Odaiba,Ginza,18.9,9.79,1064,0.2,2.5,1.0,8,2,True,False
2024-06-22 05:00:00,Ikebukuro,Ueno,13.5,5.05,716,2.1,2.34,1.0,5,5,False,True
2024-06-30 07:00:00,Shinjuku,Meguro,104.6,7.6,3328,7.9,14.85,3.3,7,6,True,True
2024-06-10 15:00:00,Asakusa,Ueno,7.5,1.92,628,2.0,1.3,1.3,15,0,False,False
2024-06-10 09:00:00,Ebisu,Akasaka,47.2,8.01,2985,3.3,7.7,3.08,9,0,True,False
2024-06-07 12:00:00,Marunouchi,Meguro,11.4,0.5,617,1.6,1.6,1.6,12,4,False,False
2024-06-12 13:00:00,Marunouchi,Akihabara,11.1,4.89,701,2.5,1.0,1.0,13,2,False,False
2024-06-22 19:00:00,Harajuku,Ginza,43.0,9.01,1036,2.4,4.5,1.0,19,5,True,True
2024-06-16 04:00:00,Asakusa,Ueno,18.5,1.12,438,1.3,2.34,1.0,4,6,False,True
2024-06-02 18:00:00,Shibuya,Harajuku,105.4,3.8,1339,7.1,8.19,1.82,18,6,True,True
2024-06-26 06:00:00,Akihabara,Marunouchi,5.0,11.47,1167,0.5,1.0,1.0,6,2,False,False
2024-06-03 04:00:00,Shibuya,Akasaka,30.1,11.04,1868,1.2,2.08,1.6,4,0,False,False
2024-06-19 22:00:00,Shibuya,Ikebukuro,7.3,9.78,1049,2.8,1.3,1.0,22,2,False,False
2024-06-24 13:00:00,Tokyo Station,Odaiba,20.0,3.02,1201,8.6,2.08,2.08,13,0,False,False
2024-06-08 21:00:00,Marunouchi,Ginza,54.5,4.25,2023,7.8,5.15,2.86,21,5,False,True
2024-06-16 14:00:00,Shibuya,Ikebukuro,16.2,1.7,478,0.6,1.8,1.0,14,6,False,True
2024-06-16 14:00:00,Ueno,Ueno,14.7,13.49,1325,1.0,1.8,1.0,14,6,False,True
2024-06-11 07:00:00,Tokyo Station,Shibuya,28.8,3.97,985,11.5,3.75,1.5,7,1,True,False
2024-06-20 20:00:00,Tokyo Station,Akasaka,11.5,5.68,759,6.3,2.5,1.0,20,3,True,False
2024-06-15 22:00:00,Shinjuku,Harajuku,29.4,5.15,1543,6.4,4.87,2.08,22,5,False,True
2024-06-19 13:00:00,Shibuya,Marunouchi,22.3,2.18,1247,6.4,2.4,2.4,13,2,False,False
2024-06-26 12:00:00,Harajuku,Akasaka,11.6,14.46,1391,3.4,1.0,1.0,12,2,False,False
2024-06-13 05:00:00,Akihabara,Akasaka,29.1,4.34,1093,8.2,2.08,1.6,5,3,False,False
2024-06-15 22:00:00,Asakusa,Ebisu,28.6,3.02,1222,7.7,4.87,2.08,22,5,False,True
2024-06-01 04:00:00,Tokyo Station,Shibuya,57.6,7.68,2108,2.6,5.15,2.2,4,5,False,True
2024-06-12 01:00:00,Shibuya,Shinjuku,7.9,1.2,432,2.1,1.3,1.0,1,2,False,False
2024-06-06 20:00:00,Shibuya,Roppongi,18.3,3.42,604,3.9,2.5,1.0,20,3,True,False
2024-06-11 18:00:00,Meguro,Ikebukuro,32.1,7.93,2081,1.9,5.5,2.2,18,1,True,False
2024-06-28 20:00:00,Odaiba,Akihabara,21.8,10.43,1113,1.0,2.5,1.0,20,4,True,False
2024-06-04 10:00:00,Roppongi,Ikebukuro,56.5,13.17,4542,3.3,3.36,3.36,10,1,False,False
2024-06-08 23:00:00,Akihabara,Shinjuku,31.9,13.44,2792,0.4,4.87,2.08,23,5,False,True
2024-06-08 08:00:00,Shibuya,Roppongi,51.1,6.66,877,4.9,4.5,1.0,8,5,True,True
2024-06-24 17:00:00,Ikebukuro,Ebisu,71.1,5.12,1644,0.1,5.2,2.08,17,0,True,False
2024-06-14 23:00:00,Ikebukuro,Akasaka,9.1,10.79,1124,0.7,1.3,1.0,23,4,False,False
2024-06-25 14:00:00,Roppongi,Shinjuku,11.9,11.91,1933,0.8,1.6,1.6,14,1,False,False
2024-06-19 20:00:00,Harajuku,Akasaka,76.3,8.85,2343,3.4,5.5,2.2,20,2,True,False
2024-06-03 20:00:00,Meguro,Ueno,20.8,12.13,1234,2.8,2.5,1.0,20,0,True,False
2024-06-19 02:00:00,Ueno,Akasaka,7.3,0.5,495,2.5,1.69,1.3,2,2,False,False
2024-06-21 21:00:00,Shinjuku,Akasaka,13.2,9.79,1691,1.6,1.6,1.6,21,4,False,False
2024-06-17 08:00:00,Ginza,Harajuku,29.0,9.9,1408,11.5,3.25,1.3,8,0,True,False
2024-06-17 11:00:00,Marunouchi,Harajuku,7.3,9.8,1366,3.1,1.3,1.3,11,0,False,False
2024-06-15 08:00:00,Meguro,Roppongi,102.1,15.51,3466,0.5,9.9,2.2,8,5,True,True
2024-06-19 03:00:00,Asakusa,Tokyo Station,10.2,4.22,652,6.3,1.3,1.0,3,2,False,False
2024-06-20 16:00:00,Akihabara,Roppongi,22.0,7.91,1939,3.0,2.08,2.08,16,3,False,False
2024-06-04 03:00:00,Akihabara,Marunouchi,22.2,6.55,1084,0.8,1.69,1.3,3,1,False,False
2024-06-10 16:00:00,Meguro,Ikebukuro,14.1,8.2,1509,5.8,1.6,1.6,16,0,False,False
2024-06-28 07:00:00,Ginza,Roppongi,27.8,9.09,1331,5.5,3.25,1.3,7,4,True,False
2024-06-02 10:00:00,Ikebukuro,Shinjuku,15.9,9.93,1605,0.0,2.7,1.5,10,6,False,True
2024-06-01 17:00:00,Roppongi,Harajuku,29.8,7.56,1375,0.6,6.75,1.5,17,5,True,True
2024-06-06 21:00:00,Ginza,Ebisu,5.0,6.58,816,0.1,1.0,1.0,21,3,False,False
2024-06-10 19:00:00,Akasaka,Tokyo Station,18.3,3.43,786,1.0,3.25,1.3,19,0,True,False
2024-06-17 21:00:00,Harajuku,Akasaka,6.3,15.13,1433,1.0,1.0,1.0,21,0,False,False
2024-06-06 00:00:00,Shibuya,Shibuya,35.1,6.21,1815,3.8,2.86,2.2,0,3,False,False
2024-06-04 21:00:00,Ueno,Harajuku,5.5,8.9,984,2.0,1.0,1.0,21,1,False,False
2024-06-08 14:00:00,Akasaka,Ginza,10.0,11.28,1160,1.5,1.8,1.0,14,5,False,True
2024-06-25 01:00:00,Harajuku,Meguro,9.6,4.68,685,1.2,1.3,1.0,1,1,False,False
2024-06-25 15:00:00,Ueno,Akasaka,10.2,5.43,961,2.3,1.3,1.3,15,1,False,False
2024-06-18 14:00:00,Marunouchi,Harajuku,11.3,9.18,1617,10.0,1.6,1.6,14,1,False,False
2024-06-01 02:00:00,Meguro,Ginza,29.8,10.42,1122,0.5,2.34,1.0,2,5,False,True
2024-06-20 10:00:00,Ebisu,Shinjuku,5.0,13.38,1958,0.2,1.5,1.5,10,3,False,False
2024-06-25 06:00:00,Akihabara,Shinjuku,11.4,11.05,1489,2.8,1.3,1.3,6,1,False,False
2024-06-12 14:00:00,Roppongi,Ikebukuro,5.0,11.76,1189,6.1,1.0,1.0,14,2,False,False
2024-06-10 12:00:00,Harajuku,Harajuku,24.9,11.65,1928,1.1,1.6,1.6,12,0,False,False
2024-06-19 06:00:00,Meguro,Meguro,20.6,4.71,1455,8.9,2.08,2.08,6,2,False,False
2024-06-12 21:00:00,Marunouchi,Roppongi,26.7,8.18,2106,2.0,2.2,2.2,21,2,False,False
2024-06-22 16:00:00,Tokyo Station,Marunouchi,27.1,10.0,1633,4.3,2.7,1.5,16,5,False,True
2024-06-03 12:00:00,Ebisu,Ikebukuro,10.4,5.45,963,9.9,1.3,1.3,12,0,False,False
2024-06-20 15:00:00,Roppongi,Akasaka,20.7,0.78,1377,30.5,3.3,3.3,15,3,False,False
2024-06-17 11:00:00,Odaiba,Ebisu,9.2,0.5,498,0.3,1.3,1.3,11,0,False,False
2024-06-07 08:00:00,Akihabara,Ginza,27.7,5.12,1107,2.9,3.75,1.5,8,4,True,False
2024-06-06 20:00:00,Ginza,Asakusa,23.0,7.93,935,0.1,2.5,1.0,20,3,True,False
2024-06-25 18:00:00,Marunouchi,Akihabara,25.1,5.52,763,2.9,2.5,1.0,18,1,True,False
2024-06-30 14:00:00,Shibuya,Harajuku,18.5,6.15,1041,2.4,2.34,1.3,14,6,False,True
2024-06-01 00:00:00,Shinjuku,Odaiba,34.6,5.85,1278,13.5,3.74,1.6,0,5,False,True
2024-06-12 00:00:00,Tokyo Station,Harajuku,15.2,9.98,1502,1.3,1.82,1.4,0,2,False,False
2024-06-10 10:00:00,Tokyo Station,Tokyo Station,8.5,10.36,1092,0.1,1.0,1.0,10,0,False,False
2024-06-29 11:00:00,Asakusa,Asakusa,17.4,11.52,1779,1.4,2.7,1.5,11,5,False,True
2024-06-26 14:00:00,Asakusa,Roppongi,11.4,5.51,970,0.2,1.3,1.3,14,2,False,False
2024-06-18 19:00:00,Roppongi,Roppongi,23.7,14.72,1424,0.9,2.5,1.0,19,1,True,False
2024-06-09 17:00:00,Meguro,Ikebukuro,34.1,8.44,985,2.0,4.5,1.0,17,6,True,True
2024-06-10 02:00:00,Ueno,Tokyo Station,7.2,4.65,679,2.2,1.3,1.0,2,0,False,False
2024-06-16 08:00:00,Odaiba,Marunouchi,25.5,6.1,1048,2.1,5.85,1.3,8,6,True,True
2024-06-07 23:00:00,Shibuya,Marunouchi,14.4,9.44,1033,9.5,1.3,1.0,23,4,False,False
2024-06-05 02:00:00,Ikebukuro,Ikebukuro,32.5,10.49,1808,7.0,2.08,1.6,2,2,False,False
